Dapma7bEVm000001	DAPPUDRAFT_43826
Dapma7bEVm000373	DAPPUDRAFT_306822
Dapma7bEVm000374	DAPPUDRAFT_223164
Dapma7bEVm000375	DAPPUDRAFT_346996
Dapma7bEVm000376	DAPPUDRAFT_753
Dapma7bEVm000377	DAPPUDRAFT_127356
Dapma7bEVm000378	DAPPUDRAFT_308519
Dapma7bEVm000379	DAPPUDRAFT_225749
Dapma7bEVm000380	DAPPUDRAFT_52339
Dapma7bEVm000381	DAPPUDRAFT_301977
Dapma7bEVm000382	
Dapma7bEVm000383	DAPPUDRAFT_114716;DAPPUDRAFT_334226;DAPPUDRAFT_93618
Dapma7bEVm000384	DAPPUDRAFT_104634;DAPPUDRAFT_114234;DAPPUDRAFT_221844;DAPPUDRAFT_258227;DAPPUDRAFT_302707;DAPPUDRAFT_303621;DAPPUDRAFT_314512
Dapma7bEVm000385	DAPPUDRAFT_308504
Dapma7bEVm000386	DAPPUDRAFT_304861
Dapma7bEVm000387	DAPPUDRAFT_326182
Dapma7bEVm000388	DAPPUDRAFT_194528
Dapma7bEVm000389	DAPPUDRAFT_192333
Dapma7bEVm000390	DAPPUDRAFT_303125;DAPPUDRAFT_315157;DAPPUDRAFT_315645;DAPPUDRAFT_315646
Dapma7bEVm000391	DAPPUDRAFT_308566
Dapma7bEVm000392	DAPPUDRAFT_302357
Dapma7bEVm000393	DAPPUDRAFT_309106;DAPPUDRAFT_309109
Dapma7bEVm000394	DAPPUDRAFT_309882;DAPPUDRAFT_68494
Dapma7bEVm000395	
Dapma7bEVm000396	DAPPUDRAFT_311979
Dapma7bEVm000397	DAPPUDRAFT_196790
Dapma7bEVm000398	DAPPUDRAFT_303417
Dapma7bEVm000399	DAPPUDRAFT_190107;DAPPUDRAFT_300149
Dapma7bEVm000400	DAPPUDRAFT_302857
Dapma7bEVm000401	DAPPUDRAFT_222011
Dapma7bEVm000402	DAPPUDRAFT_290541
Dapma7bEVm000403	DAPPUDRAFT_213970
Dapma7bEVm000404	DAPPUDRAFT_323993
Dapma7bEVm000405	DAPPUDRAFT_212681;DAPPUDRAFT_301975;DAPPUDRAFT_304160
Dapma7bEVm000406	DAPPUDRAFT_226727
Dapma7bEVm000407	DAPPUDRAFT_208740;DAPPUDRAFT_309105;DAPPUDRAFT_309107;DAPPUDRAFT_309108;DAPPUDRAFT_309117;DAPPUDRAFT_45616
Dapma7bEVm000408	DAPPUDRAFT_311613
Dapma7bEVm000409	DAPPUDRAFT_60462
Dapma7bEVm000410	DAPPUDRAFT_304789
Dapma7bEVm000411	DAPPUDRAFT_304702
Dapma7bEVm000412	DAPPUDRAFT_98813
Dapma7bEVm000413	DAPPUDRAFT_301953
Dapma7bEVm000414	DAPPUDRAFT_313112
Dapma7bEVm000415	DAPPUDRAFT_51170
Dapma7bEVm000416	DAPPUDRAFT_328011
Dapma7bEVm000417	
Dapma7bEVm000418	DAPPUDRAFT_99438
Dapma7bEVm000419	DAPPUDRAFT_305427
Dapma7bEVm000420	DAPPUDRAFT_63619
Dapma7bEVm000421	DAPPUDRAFT_304778
Dapma7bEVm000422	DAPPUDRAFT_327656
Dapma7bEVm000423	DAPPUDRAFT_120465;DAPPUDRAFT_193891;DAPPUDRAFT_222572;DAPPUDRAFT_222617;DAPPUDRAFT_222627;DAPPUDRAFT_222659;DAPPUDRAFT_230549;DAPPUDRAFT_237865;DAPPUDRAFT_237897;DAPPUDRAFT_238038;DAPPUDRAFT_300280;DAPPUDRAFT_300303;DAPPUDRAFT_300304;DAPPUDRAFT_300305;DAPPUDRAFT_300430;DAPPUDRAFT_300431;DAPPUDRAFT_300433;DAPPUDRAFT_300455;DAPPUDRAFT_314167;DAPPUDRAFT_314176;DAPPUDRAFT_314180;DAPPUDRAFT_314193;DAPPUDRAFT_314194;DAPPUDRAFT_314246;DAPPUDRAFT_98929;DAPPUDRAFT_98930;DAPPUDRAFT_99013
Dapma7bEVm000424	DAPPUDRAFT_120465;DAPPUDRAFT_193891;DAPPUDRAFT_222572;DAPPUDRAFT_222617;DAPPUDRAFT_222627;DAPPUDRAFT_222659;DAPPUDRAFT_230549;DAPPUDRAFT_237865;DAPPUDRAFT_237897;DAPPUDRAFT_238038;DAPPUDRAFT_300280;DAPPUDRAFT_300303;DAPPUDRAFT_300304;DAPPUDRAFT_300305;DAPPUDRAFT_300430;DAPPUDRAFT_300431;DAPPUDRAFT_300433;DAPPUDRAFT_300455;DAPPUDRAFT_314167;DAPPUDRAFT_314176;DAPPUDRAFT_314180;DAPPUDRAFT_314193;DAPPUDRAFT_314194;DAPPUDRAFT_314246;DAPPUDRAFT_98929;DAPPUDRAFT_98930;DAPPUDRAFT_99013
Dapma7bEVm000425	DAPPUDRAFT_313492
Dapma7bEVm000426	DAPPUDRAFT_306744
Dapma7bEVm000427	
Dapma7bEVm000428	DAPPUDRAFT_316320
Dapma7bEVm000429	DAPPUDRAFT_304111
Dapma7bEVm000430	DAPPUDRAFT_60468;DAPPUDRAFT_99401
Dapma7bEVm000431	
Dapma7bEVm000432	DAPPUDRAFT_231915
Dapma7bEVm000433	DAPPUDRAFT_220418
Dapma7bEVm000434	DAPPUDRAFT_60138
Dapma7bEVm000436	DAPPUDRAFT_303196
Dapma7bEVm000437	DAPPUDRAFT_39807
Dapma7bEVm000438	DAPPUDRAFT_300552;DAPPUDRAFT_313404
Dapma7bEVm000439	DAPPUDRAFT_33433
Dapma7bEVm000440	
Dapma7bEVm000441	DAPPUDRAFT_301712
Dapma7bEVm000442	DAPPUDRAFT_321920;DAPPUDRAFT_328579
Dapma7bEVm000443	DAPPUDRAFT_235628
Dapma7bEVm000444	DAPPUDRAFT_317013
Dapma7bEVm000445	DAPPUDRAFT_210921
Dapma7bEVm000446	DAPPUDRAFT_200381
Dapma7bEVm000447	DAPPUDRAFT_306153
Dapma7bEVm000448	DAPPUDRAFT_304866
Dapma7bEVm000449	DAPPUDRAFT_40739
Dapma7bEVm000450	DAPPUDRAFT_307023
Dapma7bEVm000451	DAPPUDRAFT_310999
Dapma7bEVm000452	DAPPUDRAFT_319969
Dapma7bEVm000453	DAPPUDRAFT_323689
Dapma7bEVm000454	DAPPUDRAFT_314079;DAPPUDRAFT_60396
Dapma7bEVm000455	DAPPUDRAFT_304323
Dapma7bEVm000456	DAPPUDRAFT_327625
Dapma7bEVm000457	
Dapma7bEVm000458	
Dapma7bEVm000459	
Dapma7bEVm000460	DAPPUDRAFT_40066
Dapma7bEVm000461	DAPPUDRAFT_44069
Dapma7bEVm000462	DAPPUDRAFT_42775
Dapma7bEVm000463	DAPPUDRAFT_115736;DAPPUDRAFT_196131;DAPPUDRAFT_203789;DAPPUDRAFT_203795;DAPPUDRAFT_203797;DAPPUDRAFT_218787;DAPPUDRAFT_243400;DAPPUDRAFT_302210;DAPPUDRAFT_302859;DAPPUDRAFT_304409;DAPPUDRAFT_317254;DAPPUDRAFT_329565;DAPPUDRAFT_331359;DAPPUDRAFT_61964
Dapma7bEVm000464	DAPPUDRAFT_305022
Dapma7bEVm000465	DAPPUDRAFT_257458;DAPPUDRAFT_302917
Dapma7bEVm000466	DAPPUDRAFT_318471
Dapma7bEVm000467	DAPPUDRAFT_101872
Dapma7bEVm000468	DAPPUDRAFT_54719
Dapma7bEVm000469	DAPPUDRAFT_221078;DAPPUDRAFT_328717
Dapma7bEVm000470	DAPPUDRAFT_61802
Dapma7bEVm000471	DAPPUDRAFT_308900
Dapma7bEVm000472	DAPPUDRAFT_312251
Dapma7bEVm000473	DAPPUDRAFT_302138;DAPPUDRAFT_309817;DAPPUDRAFT_309818
Dapma7bEVm000474	DAPPUDRAFT_328163;DAPPUDRAFT_62053
Dapma7bEVm000475	DAPPUDRAFT_309661;DAPPUDRAFT_327119
Dapma7bEVm000476	DAPPUDRAFT_225168
Dapma7bEVm000477	DAPPUDRAFT_300935;DAPPUDRAFT_316737
Dapma7bEVm000478	DAPPUDRAFT_318167
Dapma7bEVm000479	DAPPUDRAFT_55185
Dapma7bEVm000480	DAPPUDRAFT_308690
Dapma7bEVm000481	DAPPUDRAFT_308052
Dapma7bEVm000482	DAPPUDRAFT_306802
Dapma7bEVm000483	DAPPUDRAFT_61214
Dapma7bEVm000484	DAPPUDRAFT_103224;DAPPUDRAFT_303951;DAPPUDRAFT_303955;DAPPUDRAFT_318406;DAPPUDRAFT_318408;DAPPUDRAFT_62909
Dapma7bEVm000485	DAPPUDRAFT_327604
Dapma7bEVm000486	DAPPUDRAFT_199694;DAPPUDRAFT_200882;DAPPUDRAFT_304103;DAPPUDRAFT_304104;DAPPUDRAFT_313895;DAPPUDRAFT_313897;DAPPUDRAFT_313898;DAPPUDRAFT_318571;DAPPUDRAFT_45873
Dapma7bEVm000487	
Dapma7bEVm000488	DAPPUDRAFT_116424
Dapma7bEVm000489	DAPPUDRAFT_347220
Dapma7bEVm000490	DAPPUDRAFT_300962
Dapma7bEVm000491	DAPPUDRAFT_300638
Dapma7bEVm000492	DAPPUDRAFT_326992
Dapma7bEVm000493	DAPPUDRAFT_300808;DAPPUDRAFT_300810;DAPPUDRAFT_314503
Dapma7bEVm000494	DAPPUDRAFT_30703
Dapma7bEVm000495	DAPPUDRAFT_221724
Dapma7bEVm000496	DAPPUDRAFT_224986
Dapma7bEVm000497	DAPPUDRAFT_254420
Dapma7bEVm000498	DAPPUDRAFT_308856
Dapma7bEVm000499	DAPPUDRAFT_247447
Dapma7bEVm000500	DAPPUDRAFT_331217
Dapma7bEVm000501	DAPPUDRAFT_100564
Dapma7bEVm000502	DAPPUDRAFT_198492
Dapma7bEVm000503	DAPPUDRAFT_26924
Dapma7bEVm000504	DAPPUDRAFT_112535
Dapma7bEVm000505	DAPPUDRAFT_347354
Dapma7bEVm000506	DAPPUDRAFT_238631;DAPPUDRAFT_308287
Dapma7bEVm000507	DAPPUDRAFT_248626;DAPPUDRAFT_306323
Dapma7bEVm000508	DAPPUDRAFT_207639;DAPPUDRAFT_213488;DAPPUDRAFT_307390
Dapma7bEVm000509	DAPPUDRAFT_104146
Dapma7bEVm000510	DAPPUDRAFT_328233;DAPPUDRAFT_53556
Dapma7bEVm000511	DAPPUDRAFT_309040
Dapma7bEVm000512	DAPPUDRAFT_301622;DAPPUDRAFT_304120
Dapma7bEVm000513	DAPPUDRAFT_346802
Dapma7bEVm000514	
Dapma7bEVm000515	DAPPUDRAFT_196099
Dapma7bEVm000516	DAPPUDRAFT_318160
Dapma7bEVm000517	DAPPUDRAFT_42690
Dapma7bEVm000518	DAPPUDRAFT_254776;DAPPUDRAFT_330918
Dapma7bEVm000519	DAPPUDRAFT_306878
Dapma7bEVm000520	DAPPUDRAFT_312878;DAPPUDRAFT_330864
Dapma7bEVm000521	DAPPUDRAFT_241248;DAPPUDRAFT_316720
Dapma7bEVm000522	DAPPUDRAFT_300069
Dapma7bEVm000523	DAPPUDRAFT_300846;DAPPUDRAFT_301526;DAPPUDRAFT_304453;DAPPUDRAFT_56898
Dapma7bEVm000524	DAPPUDRAFT_216771
Dapma7bEVm000525	DAPPUDRAFT_108305;DAPPUDRAFT_111119;DAPPUDRAFT_113272;DAPPUDRAFT_119900;DAPPUDRAFT_120082;DAPPUDRAFT_301010;DAPPUDRAFT_329944
Dapma7bEVm000526	DAPPUDRAFT_102627;DAPPUDRAFT_302881
Dapma7bEVm000527	DAPPUDRAFT_230458
Dapma7bEVm000528	DAPPUDRAFT_309603
Dapma7bEVm000529	DAPPUDRAFT_309150
Dapma7bEVm000530	
Dapma7bEVm000531	
Dapma7bEVm000532	DAPPUDRAFT_309369
Dapma7bEVm000533	DAPPUDRAFT_313709
Dapma7bEVm000534	DAPPUDRAFT_235062;DAPPUDRAFT_338762;DAPPUDRAFT_69143
Dapma7bEVm000535	DAPPUDRAFT_306981;DAPPUDRAFT_311736;DAPPUDRAFT_96255
Dapma7bEVm000536	DAPPUDRAFT_225247
Dapma7bEVm000537	DAPPUDRAFT_206555
Dapma7bEVm000538	DAPPUDRAFT_308933
Dapma7bEVm000539	DAPPUDRAFT_245849;DAPPUDRAFT_305114;DAPPUDRAFT_320161;DAPPUDRAFT_53149
Dapma7bEVm000540	DAPPUDRAFT_300846;DAPPUDRAFT_301526;DAPPUDRAFT_304453;DAPPUDRAFT_56898
Dapma7bEVm000541	DAPPUDRAFT_301017
Dapma7bEVm000542	DAPPUDRAFT_223872
Dapma7bEVm000543	DAPPUDRAFT_301931
Dapma7bEVm000544	DAPPUDRAFT_201032
Dapma7bEVm000545	DAPPUDRAFT_302853
Dapma7bEVm000546	DAPPUDRAFT_47484
Dapma7bEVm000547	DAPPUDRAFT_299889;DAPPUDRAFT_299891
Dapma7bEVm000548	DAPPUDRAFT_308132
Dapma7bEVm000549	DAPPUDRAFT_109961
Dapma7bEVm000550	DAPPUDRAFT_226650
Dapma7bEVm000551	DAPPUDRAFT_192258;DAPPUDRAFT_235307;DAPPUDRAFT_306533;DAPPUDRAFT_312044;DAPPUDRAFT_312048;DAPPUDRAFT_320218;DAPPUDRAFT_42950
Dapma7bEVm000552	DAPPUDRAFT_309527
Dapma7bEVm000553	DAPPUDRAFT_260953
Dapma7bEVm000554	DAPPUDRAFT_113099
Dapma7bEVm000555	DAPPUDRAFT_321184
Dapma7bEVm000556	DAPPUDRAFT_243998;DAPPUDRAFT_314456;DAPPUDRAFT_318905
Dapma7bEVm000557	DAPPUDRAFT_227604
Dapma7bEVm000558	DAPPUDRAFT_223195
Dapma7bEVm000559	DAPPUDRAFT_215225;DAPPUDRAFT_305826
Dapma7bEVm000560	DAPPUDRAFT_111417
Dapma7bEVm000561	DAPPUDRAFT_302155
Dapma7bEVm000562	
Dapma7bEVm000563	DAPPUDRAFT_307955
Dapma7bEVm000564	DAPPUDRAFT_51929
Dapma7bEVm000565	DAPPUDRAFT_110732
Dapma7bEVm000566	DAPPUDRAFT_302655
Dapma7bEVm000567	DAPPUDRAFT_309342
Dapma7bEVm000568	DAPPUDRAFT_201054
Dapma7bEVm000569	DAPPUDRAFT_99313
Dapma7bEVm000570	DAPPUDRAFT_128029;DAPPUDRAFT_313524;DAPPUDRAFT_46987;DAPPUDRAFT_8332;DAPPUDRAFT_8361
Dapma7bEVm000571	DAPPUDRAFT_102458
Dapma7bEVm000572	
Dapma7bEVm000573	DAPPUDRAFT_247979
Dapma7bEVm000574	DAPPUDRAFT_311532
Dapma7bEVm000575	DAPPUDRAFT_219469;DAPPUDRAFT_333762
Dapma7bEVm000576	DAPPUDRAFT_106945;DAPPUDRAFT_227431;DAPPUDRAFT_312894;DAPPUDRAFT_3818;DAPPUDRAFT_41601
Dapma7bEVm000577	DAPPUDRAFT_220403;DAPPUDRAFT_220405;DAPPUDRAFT_232987;DAPPUDRAFT_245406;DAPPUDRAFT_245413;DAPPUDRAFT_245418;DAPPUDRAFT_303060;DAPPUDRAFT_303061;DAPPUDRAFT_303062;DAPPUDRAFT_310411;DAPPUDRAFT_310571;DAPPUDRAFT_95152
Dapma7bEVm000578	DAPPUDRAFT_199005
Dapma7bEVm000579	DAPPUDRAFT_304698;DAPPUDRAFT_304771;DAPPUDRAFT_311096;DAPPUDRAFT_311099;DAPPUDRAFT_51998;DAPPUDRAFT_64920
Dapma7bEVm000580	DAPPUDRAFT_302555
Dapma7bEVm000581	DAPPUDRAFT_312323;DAPPUDRAFT_312328
Dapma7bEVm000582	
Dapma7bEVm000583	DAPPUDRAFT_315247
Dapma7bEVm000584	DAPPUDRAFT_247210
Dapma7bEVm000585	DAPPUDRAFT_304087
Dapma7bEVm000586	DAPPUDRAFT_307441
Dapma7bEVm000587	DAPPUDRAFT_316836
Dapma7bEVm000588	
Dapma7bEVm000589	DAPPUDRAFT_196080;DAPPUDRAFT_230826;DAPPUDRAFT_442645;DAPPUDRAFT_442646
Dapma7bEVm000590	
Dapma7bEVm000591	DAPPUDRAFT_210571;DAPPUDRAFT_219658;DAPPUDRAFT_223594;DAPPUDRAFT_223730;DAPPUDRAFT_230761;DAPPUDRAFT_241024;DAPPUDRAFT_302333;DAPPUDRAFT_307787;DAPPUDRAFT_316498;DAPPUDRAFT_316534
Dapma7bEVm000592	DAPPUDRAFT_300237
Dapma7bEVm000593	DAPPUDRAFT_303213
Dapma7bEVm000594	DAPPUDRAFT_313219
Dapma7bEVm000595	DAPPUDRAFT_315830;DAPPUDRAFT_323831
Dapma7bEVm000596	DAPPUDRAFT_311854
Dapma7bEVm000597	DAPPUDRAFT_233159
Dapma7bEVm000598	DAPPUDRAFT_314613
Dapma7bEVm000599	DAPPUDRAFT_318531;DAPPUDRAFT_99562
Dapma7bEVm000600	DAPPUDRAFT_242543
Dapma7bEVm000601	DAPPUDRAFT_319941
Dapma7bEVm000602	DAPPUDRAFT_203517;DAPPUDRAFT_44253
Dapma7bEVm000603	DAPPUDRAFT_335981
Dapma7bEVm000604	DAPPUDRAFT_306783
Dapma7bEVm000605	DAPPUDRAFT_230004
Dapma7bEVm000607	DAPPUDRAFT_309030;DAPPUDRAFT_311480;DAPPUDRAFT_329028
Dapma7bEVm000608	DAPPUDRAFT_304337
Dapma7bEVm000609	DAPPUDRAFT_53741;DAPPUDRAFT_56955;DAPPUDRAFT_56983;DAPPUDRAFT_60469;DAPPUDRAFT_64608
Dapma7bEVm000610	
Dapma7bEVm000611	DAPPUDRAFT_250461
Dapma7bEVm000612	DAPPUDRAFT_301201
Dapma7bEVm000613	DAPPUDRAFT_309463
Dapma7bEVm000614	DAPPUDRAFT_45609
Dapma7bEVm000615	DAPPUDRAFT_302156
Dapma7bEVm000616	DAPPUDRAFT_199569
Dapma7bEVm000617	DAPPUDRAFT_300028
Dapma7bEVm000618	DAPPUDRAFT_224784
Dapma7bEVm000619	DAPPUDRAFT_301443
Dapma7bEVm000620	DAPPUDRAFT_311210;DAPPUDRAFT_347499;DAPPUDRAFT_347500;DAPPUDRAFT_95243;DAPPUDRAFT_95269
Dapma7bEVm000621	DAPPUDRAFT_21094
Dapma7bEVm000622	
Dapma7bEVm000623	DAPPUDRAFT_220716
Dapma7bEVm000624	DAPPUDRAFT_50189
Dapma7bEVm000625	DAPPUDRAFT_305626
Dapma7bEVm000626	DAPPUDRAFT_300071
Dapma7bEVm000627	
Dapma7bEVm000628	DAPPUDRAFT_193096;DAPPUDRAFT_313101
Dapma7bEVm000629	DAPPUDRAFT_324191
Dapma7bEVm000630	DAPPUDRAFT_199309
Dapma7bEVm000631	DAPPUDRAFT_324417
Dapma7bEVm000632	DAPPUDRAFT_311119
Dapma7bEVm000633	DAPPUDRAFT_328316
Dapma7bEVm000634	DAPPUDRAFT_299635;DAPPUDRAFT_342484
Dapma7bEVm000635	DAPPUDRAFT_44918
Dapma7bEVm000636	DAPPUDRAFT_103010;DAPPUDRAFT_235857;DAPPUDRAFT_236054;DAPPUDRAFT_243157;DAPPUDRAFT_309208;DAPPUDRAFT_313767;DAPPUDRAFT_318263;DAPPUDRAFT_97364
Dapma7bEVm000637	DAPPUDRAFT_310536
Dapma7bEVm000638	DAPPUDRAFT_22954;DAPPUDRAFT_52374
Dapma7bEVm000639	DAPPUDRAFT_41687
Dapma7bEVm000640	DAPPUDRAFT_346926
Dapma7bEVm000641	DAPPUDRAFT_215373
Dapma7bEVm000642	DAPPUDRAFT_54868
Dapma7bEVm000643	DAPPUDRAFT_222995;DAPPUDRAFT_99656
Dapma7bEVm000644	DAPPUDRAFT_330715;DAPPUDRAFT_336202
Dapma7bEVm000645	DAPPUDRAFT_196539
Dapma7bEVm000646	DAPPUDRAFT_300096
Dapma7bEVm000647	DAPPUDRAFT_314988
Dapma7bEVm000648	DAPPUDRAFT_113685
Dapma7bEVm000649	DAPPUDRAFT_207590;DAPPUDRAFT_317364;DAPPUDRAFT_54889;DAPPUDRAFT_61075
Dapma7bEVm000650	DAPPUDRAFT_321218
Dapma7bEVm000651	DAPPUDRAFT_314059
Dapma7bEVm000652	DAPPUDRAFT_30981
Dapma7bEVm000653	DAPPUDRAFT_187868;DAPPUDRAFT_240103;DAPPUDRAFT_330721
Dapma7bEVm000654	DAPPUDRAFT_127463;DAPPUDRAFT_245239
Dapma7bEVm000655	DAPPUDRAFT_316600
Dapma7bEVm000656	DAPPUDRAFT_317026;DAPPUDRAFT_49503
Dapma7bEVm000657	DAPPUDRAFT_305996
Dapma7bEVm000658	DAPPUDRAFT_42024
Dapma7bEVm000659	DAPPUDRAFT_312727
Dapma7bEVm000660	DAPPUDRAFT_217067
Dapma7bEVm000661	DAPPUDRAFT_53701
Dapma7bEVm000662	DAPPUDRAFT_100633
Dapma7bEVm000663	DAPPUDRAFT_211056;DAPPUDRAFT_211072;DAPPUDRAFT_241945
Dapma7bEVm000664	DAPPUDRAFT_300555
Dapma7bEVm000665	DAPPUDRAFT_97545
Dapma7bEVm000666	DAPPUDRAFT_303383;DAPPUDRAFT_63144
Dapma7bEVm000667	DAPPUDRAFT_211352
Dapma7bEVm000668	DAPPUDRAFT_309508
Dapma7bEVm000669	DAPPUDRAFT_325769
Dapma7bEVm000670	
Dapma7bEVm000671	DAPPUDRAFT_203728;DAPPUDRAFT_302045;DAPPUDRAFT_328816;DAPPUDRAFT_55141
Dapma7bEVm000672	DAPPUDRAFT_303742
Dapma7bEVm000673	DAPPUDRAFT_306444
Dapma7bEVm000674	DAPPUDRAFT_193440
Dapma7bEVm000675	DAPPUDRAFT_113641;DAPPUDRAFT_200087;DAPPUDRAFT_226800;DAPPUDRAFT_258510;DAPPUDRAFT_300931;DAPPUDRAFT_57425
Dapma7bEVm000676	DAPPUDRAFT_237828
Dapma7bEVm000677	DAPPUDRAFT_302851;DAPPUDRAFT_327246
Dapma7bEVm000678	DAPPUDRAFT_313073;DAPPUDRAFT_329298
Dapma7bEVm000679	DAPPUDRAFT_194892
Dapma7bEVm000680	DAPPUDRAFT_302851;DAPPUDRAFT_327246
Dapma7bEVm000681	DAPPUDRAFT_24785
Dapma7bEVm000682	DAPPUDRAFT_264578
Dapma7bEVm000683	DAPPUDRAFT_193374
Dapma7bEVm000684	DAPPUDRAFT_312942
Dapma7bEVm000685	DAPPUDRAFT_104419;DAPPUDRAFT_301619;DAPPUDRAFT_309643;DAPPUDRAFT_309644;DAPPUDRAFT_92194
Dapma7bEVm000686	DAPPUDRAFT_327238
Dapma7bEVm000687	DAPPUDRAFT_229532
Dapma7bEVm000688	DAPPUDRAFT_228725
Dapma7bEVm000689	DAPPUDRAFT_300860
Dapma7bEVm000690	DAPPUDRAFT_304848;DAPPUDRAFT_319628;DAPPUDRAFT_328838
Dapma7bEVm000691	DAPPUDRAFT_301188
Dapma7bEVm000692	DAPPUDRAFT_189301
Dapma7bEVm000693	
Dapma7bEVm000694	DAPPUDRAFT_59219
Dapma7bEVm000695	DAPPUDRAFT_304654
Dapma7bEVm000696	DAPPUDRAFT_248773;DAPPUDRAFT_309863
Dapma7bEVm000697	DAPPUDRAFT_311880
Dapma7bEVm000698	DAPPUDRAFT_52530
Dapma7bEVm000699	DAPPUDRAFT_32116
Dapma7bEVm000700	DAPPUDRAFT_308922
Dapma7bEVm000701	DAPPUDRAFT_104443
Dapma7bEVm000702	DAPPUDRAFT_199162;DAPPUDRAFT_249955;DAPPUDRAFT_347603;DAPPUDRAFT_64687;DAPPUDRAFT_68162
Dapma7bEVm000703	DAPPUDRAFT_306806
Dapma7bEVm000704	DAPPUDRAFT_327753
Dapma7bEVm000705	DAPPUDRAFT_270847;DAPPUDRAFT_306528;DAPPUDRAFT_333128
Dapma7bEVm000706	DAPPUDRAFT_117344
Dapma7bEVm000707	DAPPUDRAFT_241167
Dapma7bEVm000708	DAPPUDRAFT_319865
Dapma7bEVm000709	DAPPUDRAFT_106816;DAPPUDRAFT_213873;DAPPUDRAFT_27173
Dapma7bEVm000710	DAPPUDRAFT_300972
Dapma7bEVm000711	
Dapma7bEVm000712	DAPPUDRAFT_304281
Dapma7bEVm000713	DAPPUDRAFT_204767
Dapma7bEVm000714	DAPPUDRAFT_55687
Dapma7bEVm000715	DAPPUDRAFT_192258;DAPPUDRAFT_235307;DAPPUDRAFT_306533;DAPPUDRAFT_312044;DAPPUDRAFT_312048;DAPPUDRAFT_320218;DAPPUDRAFT_42950
Dapma7bEVm000716	DAPPUDRAFT_45893
Dapma7bEVm000717	DAPPUDRAFT_46417
Dapma7bEVm000718	DAPPUDRAFT_47172
Dapma7bEVm000719	DAPPUDRAFT_219129
Dapma7bEVm000720	DAPPUDRAFT_325002
Dapma7bEVm000721	DAPPUDRAFT_217996
Dapma7bEVm000722	DAPPUDRAFT_191142
Dapma7bEVm000723	DAPPUDRAFT_191209
Dapma7bEVm000724	DAPPUDRAFT_319198
Dapma7bEVm000725	DAPPUDRAFT_244450;DAPPUDRAFT_244452
Dapma7bEVm000726	DAPPUDRAFT_206552;DAPPUDRAFT_309296
Dapma7bEVm000728	DAPPUDRAFT_303042
Dapma7bEVm000729	DAPPUDRAFT_320173
Dapma7bEVm000730	DAPPUDRAFT_303947
Dapma7bEVm000731	DAPPUDRAFT_43964
Dapma7bEVm000732	DAPPUDRAFT_308173
Dapma7bEVm000733	DAPPUDRAFT_217047
Dapma7bEVm000734	DAPPUDRAFT_228781
Dapma7bEVm000735	DAPPUDRAFT_223152
Dapma7bEVm000736	DAPPUDRAFT_304275
Dapma7bEVm000737	DAPPUDRAFT_303762
Dapma7bEVm000738	DAPPUDRAFT_206200;DAPPUDRAFT_310786
Dapma7bEVm000739	DAPPUDRAFT_306388
Dapma7bEVm000740	DAPPUDRAFT_61794
Dapma7bEVm000741	DAPPUDRAFT_222394
Dapma7bEVm000742	DAPPUDRAFT_304439
Dapma7bEVm000743	DAPPUDRAFT_119078;DAPPUDRAFT_266232;DAPPUDRAFT_304533;DAPPUDRAFT_306997
Dapma7bEVm000744	DAPPUDRAFT_92349
Dapma7bEVm000745	DAPPUDRAFT_101374;DAPPUDRAFT_106920;DAPPUDRAFT_114783;DAPPUDRAFT_118473;DAPPUDRAFT_120497;DAPPUDRAFT_15938;DAPPUDRAFT_17597;DAPPUDRAFT_18957;DAPPUDRAFT_200426;DAPPUDRAFT_224393;DAPPUDRAFT_224775;DAPPUDRAFT_224885;DAPPUDRAFT_224995;DAPPUDRAFT_233433;DAPPUDRAFT_241138;DAPPUDRAFT_241573;DAPPUDRAFT_246134;DAPPUDRAFT_246486;DAPPUDRAFT_248880;DAPPUDRAFT_257243;DAPPUDRAFT_257264;DAPPUDRAFT_25868;DAPPUDRAFT_27377;DAPPUDRAFT_27396;DAPPUDRAFT_303745;DAPPUDRAFT_307466;DAPPUDRAFT_310805;DAPPUDRAFT_312571;DAPPUDRAFT_312655;DAPPUDRAFT_316370;DAPPUDRAFT_316536;DAPPUDRAFT_317852;DAPPUDRAFT_326454;DAPPUDRAFT_329890;DAPPUDRAFT_332507;DAPPUDRAFT_97326;DAPPUDRAFT_98763
Dapma7bEVm000746	DAPPUDRAFT_60250
Dapma7bEVm000747	DAPPUDRAFT_230544;DAPPUDRAFT_230545;DAPPUDRAFT_300290
Dapma7bEVm000748	DAPPUDRAFT_97573
Dapma7bEVm000749	DAPPUDRAFT_302578
Dapma7bEVm000750	DAPPUDRAFT_316212
Dapma7bEVm000751	DAPPUDRAFT_310130
Dapma7bEVm000752	DAPPUDRAFT_100485
Dapma7bEVm000753	DAPPUDRAFT_234781
Dapma7bEVm000754	DAPPUDRAFT_230208
Dapma7bEVm000755	DAPPUDRAFT_230022
Dapma7bEVm000756	DAPPUDRAFT_242269
Dapma7bEVm000757	DAPPUDRAFT_101631;DAPPUDRAFT_193967;DAPPUDRAFT_228765;DAPPUDRAFT_302546;DAPPUDRAFT_302621;DAPPUDRAFT_45678
Dapma7bEVm000758	DAPPUDRAFT_226709
Dapma7bEVm000759	DAPPUDRAFT_60384
Dapma7bEVm000760	DAPPUDRAFT_195469
