Dapma7bEVm000001	ENSG00000171587;ENSG00000177103
Dapma7bEVm000223	ENSG00000005801;ENSG00000006194;ENSG00000010539;ENSG00000011590;ENSG00000018869;ENSG00000019485;ENSG00000062370;ENSG00000063587;ENSG00000066422;ENSG00000066827;ENSG00000075407;ENSG00000081386;ENSG00000081665;ENSG00000083812;ENSG00000083814;ENSG00000083817;ENSG00000083828;ENSG00000083838;ENSG00000083844;ENSG00000085274;ENSG00000085644;ENSG00000088876;ENSG00000089335;ENSG00000090612;ENSG00000096654;ENSG00000099326;ENSG00000100105;ENSG00000102870;ENSG00000103199;ENSG00000103343;ENSG00000103495;ENSG00000105136;ENSG00000105497;ENSG00000105708;ENSG00000105732;ENSG00000105750;ENSG00000106261;ENSG00000109906;ENSG00000112365;ENSG00000115568;ENSG00000116809;ENSG00000117010;ENSG00000118620;ENSG00000120784;ENSG00000121406;ENSG00000121413;ENSG00000121417;ENSG00000121903;ENSG00000122386;ENSG00000124459;ENSG00000124613;ENSG00000125812;ENSG00000125846;ENSG00000125945;ENSG00000126856;ENSG00000127081;ENSG00000127903;ENSG00000128000;ENSG00000130182;ENSG00000130544;ENSG00000130684;ENSG00000130803;ENSG00000130818;ENSG00000130844;ENSG00000130856;ENSG00000131061;ENSG00000131115;ENSG00000131127;ENSG00000131845;ENSG00000131849;ENSG00000132010;ENSG00000136866;ENSG00000136870;ENSG00000137185;ENSG00000138738;ENSG00000140265;ENSG00000140987;ENSG00000141040;ENSG00000141946;ENSG00000141956;ENSG00000142065;ENSG00000142409;ENSG00000142528;ENSG00000142556;ENSG00000143067;ENSG00000144026;ENSG00000144792;ENSG00000145908;ENSG00000146587;ENSG00000146757;ENSG00000147117;ENSG00000147118;ENSG00000147124;ENSG00000147789;ENSG00000149050;ENSG00000149054;ENSG00000152433;ENSG00000152439;ENSG00000152443;ENSG00000152454;ENSG00000152467;ENSG00000152475;ENSG00000152926;ENSG00000153896;ENSG00000154957;ENSG00000155592;ENSG00000156853;ENSG00000157429;ENSG00000158691;ENSG00000159882;ENSG00000159885;ENSG00000159905;ENSG00000159915;ENSG00000159917;ENSG00000160321;ENSG00000160336;ENSG00000160908;ENSG00000160961;ENSG00000161298;ENSG00000161551;ENSG00000162714;ENSG00000164011;ENSG00000164048;ENSG00000164256;ENSG00000164631;ENSG00000165512;ENSG00000166188;ENSG00000166261;ENSG00000166526;ENSG00000166529;ENSG00000166704;ENSG00000167232;ENSG00000167377;ENSG00000167380;ENSG00000167384;ENSG00000167394;ENSG00000167395;ENSG00000167528;ENSG00000167554;ENSG00000167555;ENSG00000167562;ENSG00000167625;ENSG00000167635;ENSG00000167637;ENSG00000167766;ENSG00000167785;ENSG00000167840;ENSG00000167967;ENSG00000167981;ENSG00000168661;ENSG00000168826;ENSG00000169131;ENSG00000169260;ENSG00000169740;ENSG00000169951;ENSG00000169955;ENSG00000169957;ENSG00000169981;ENSG00000170100;ENSG00000170260;ENSG00000170265;ENSG00000170619;ENSG00000170631;ENSG00000170684;ENSG00000170949;ENSG00000170954;ENSG00000171161;ENSG00000171291;ENSG00000171295;ENSG00000171466;ENSG00000171469;ENSG00000171574;ENSG00000171606;ENSG00000171649;ENSG00000171817;ENSG00000171827;ENSG00000171970;ENSG00000172000;ENSG00000172006;ENSG00000172466;ENSG00000172748;ENSG00000172888;ENSG00000173041;ENSG00000173258;ENSG00000173275;ENSG00000173480;ENSG00000173875;ENSG00000174255;ENSG00000174586;ENSG00000174652;ENSG00000175213;ENSG00000175322;ENSG00000175395;ENSG00000175691;ENSG00000175787;ENSG00000176024;ENSG00000176222;ENSG00000176293;ENSG00000177599;ENSG00000177842;ENSG00000177873;ENSG00000177888;ENSG00000177932;ENSG00000178150;ENSG00000178187;ENSG00000178229;ENSG00000178338;ENSG00000178386;ENSG00000178665;ENSG00000178917;ENSG00000178935;ENSG00000179195;ENSG00000179909;ENSG00000179922;ENSG00000179930;ENSG00000179943;ENSG00000179965;ENSG00000180035;ENSG00000180257;ENSG00000180479;ENSG00000180626;ENSG00000180787;ENSG00000180855;ENSG00000180884;ENSG00000180938;ENSG00000181007;ENSG00000181135;ENSG00000181220;ENSG00000181315;ENSG00000181444;ENSG00000181450;ENSG00000181638;ENSG00000181666;ENSG00000181894;ENSG00000181896;ENSG00000182111;ENSG00000182141;ENSG00000182318;ENSG00000182903;ENSG00000182983;ENSG00000182986;ENSG00000183309;ENSG00000183647;ENSG00000183850;ENSG00000184517;ENSG00000184635;ENSG00000184677;ENSG00000184939;ENSG00000185177;ENSG00000185219;ENSG00000185252;ENSG00000185730;ENSG00000185869;ENSG00000185947;ENSG00000186017;ENSG00000186020;ENSG00000186026;ENSG00000186230;ENSG00000186272;ENSG00000186300;ENSG00000186446;ENSG00000186448;ENSG00000186496;ENSG00000186777;ENSG00000186812;ENSG00000186814;ENSG00000187187;ENSG00000187607;ENSG00000187792;ENSG00000187801;ENSG00000187815;ENSG00000187987;ENSG00000188033;ENSG00000188171;ENSG00000188227;ENSG00000188283;ENSG00000188295;ENSG00000188321;ENSG00000188629;ENSG00000188785;ENSG00000188868;ENSG00000189042;ENSG00000189144;ENSG00000189164;ENSG00000189180;ENSG00000189190;ENSG00000189420;ENSG00000196081;ENSG00000196110;ENSG00000196150;ENSG00000196152;ENSG00000196172;ENSG00000196214;ENSG00000196247;ENSG00000196263;ENSG00000196267;ENSG00000196268;ENSG00000196345;ENSG00000196350;ENSG00000196357;ENSG00000196378;ENSG00000196381;ENSG00000196387;ENSG00000196391;ENSG00000196417;ENSG00000196418;ENSG00000196437;ENSG00000196453;ENSG00000196456;ENSG00000196458;ENSG00000196466;ENSG00000196597;ENSG00000196605;ENSG00000196646;ENSG00000196652;ENSG00000196653;ENSG00000196670;ENSG00000196693;ENSG00000196705;ENSG00000196724;ENSG00000196757;ENSG00000196793;ENSG00000196812;ENSG00000196867;ENSG00000196946;ENSG00000196967;ENSG00000197008;ENSG00000197013;ENSG00000197016;ENSG00000197020;ENSG00000197024;ENSG00000197037;ENSG00000197044;ENSG00000197054;ENSG00000197062;ENSG00000197123;ENSG00000197124;ENSG00000197128;ENSG00000197134;ENSG00000197162;ENSG00000197279;ENSG00000197343;ENSG00000197360;ENSG00000197362;ENSG00000197363;ENSG00000197372;ENSG00000197385;ENSG00000197472;ENSG00000197483;ENSG00000197497;ENSG00000197566;ENSG00000197608;ENSG00000197619;ENSG00000197647;ENSG00000197714;ENSG00000197779;ENSG00000197782;ENSG00000197808;ENSG00000197841;ENSG00000197857;ENSG00000197863;ENSG00000197928;ENSG00000197933;ENSG00000197935;ENSG00000197937;ENSG00000197951;ENSG00000197961;ENSG00000198026;ENSG00000198028;ENSG00000198039;ENSG00000198040;ENSG00000198046;ENSG00000198093;ENSG00000198105;ENSG00000198131;ENSG00000198146;ENSG00000198169;ENSG00000198182;ENSG00000198185;ENSG00000198298;ENSG00000198300;ENSG00000198315;ENSG00000198342;ENSG00000198346;ENSG00000198393;ENSG00000198429;ENSG00000198440;ENSG00000198453;ENSG00000198464;ENSG00000198466;ENSG00000198482;ENSG00000198521;ENSG00000198538;ENSG00000198551;ENSG00000198556;ENSG00000198633;ENSG00000198816;ENSG00000198939;ENSG00000203326;ENSG00000204514;ENSG00000204519;ENSG00000204524;ENSG00000204604;ENSG00000204611;ENSG00000204644;ENSG00000204859;ENSG00000204920;ENSG00000204946;ENSG00000204947;ENSG00000205903;ENSG00000206510;ENSG00000213020;ENSG00000213096;ENSG00000213762;ENSG00000213793;ENSG00000213799;ENSG00000213967;ENSG00000213973;ENSG00000213988;ENSG00000214022;ENSG00000214029;ENSG00000214189;ENSG00000214534;ENSG00000214652;ENSG00000215343;ENSG00000215356;ENSG00000215372;ENSG00000215421;ENSG00000218891;ENSG00000221923;ENSG00000221994;ENSG00000223547;ENSG00000223614;ENSG00000223687;ENSG00000223852;ENSG00000223858;ENSG00000225351;ENSG00000226858;ENSG00000227124;ENSG00000227858;ENSG00000228623;ENSG00000229676;ENSG00000229809;ENSG00000232099;ENSG00000233831;ENSG00000234284;ENSG00000234444;ENSG00000234669;ENSG00000235109;ENSG00000235178;ENSG00000235589;ENSG00000236609;ENSG00000237440;ENSG00000242852;ENSG00000245680;ENSG00000249459;ENSG00000249471;ENSG00000249709;ENSG00000250312;ENSG00000250571;ENSG00000251192;ENSG00000251247;ENSG00000251369;ENSG00000254004;ENSG00000256087;ENSG00000256223;ENSG00000256229;ENSG00000256294;ENSG00000256683;ENSG00000256771;ENSG00000257446;ENSG00000257591;ENSG00000258405;ENSG00000261221;ENSG00000261459;ENSG00000263002;ENSG00000264668;ENSG00000267041;ENSG00000267508;ENSG00000267680;ENSG00000269067;ENSG00000269343;ENSG00000269699;ENSG00000270011;ENSG00000272602;ENSG00000274195;ENSG00000274349;ENSG00000274352;ENSG00000274746;ENSG00000275111;ENSG00000276340;ENSG00000277462;ENSG00000278062;ENSG00000278091;ENSG00000278129;ENSG00000278318;ENSG00000278780;ENSG00000279566;ENSG00000280568;ENSG00000280661;ENSG00000281306;ENSG00000281448;ENSG00000281526;ENSG00000281601;ENSG00000281626;ENSG00000281661;ENSG00000281709;ENSG00000281894;ENSG00000283009;ENSG00000283034
Dapma7bEVm000224	ENSG00000075651;ENSG00000129219
Dapma7bEVm000225	
Dapma7bEVm000226	ENSG00000137332;ENSG00000162733;ENSG00000204580;ENSG00000215522;ENSG00000230456;ENSG00000234078
Dapma7bEVm000227	
Dapma7bEVm000228	
Dapma7bEVm000229	ENSG00000135317
Dapma7bEVm000230	
Dapma7bEVm000231	ENSG00000132024;ENSG00000154222
Dapma7bEVm000232	ENSG00000109689;ENSG00000167323
Dapma7bEVm000233	ENSG00000012211;ENSG00000071282;ENSG00000135269;ENSG00000139174;ENSG00000163637
Dapma7bEVm000234	ENSG00000055130;ENSG00000108094
Dapma7bEVm000235	ENSG00000167720
Dapma7bEVm000236	ENSG00000072609;ENSG00000112130
Dapma7bEVm000237	
Dapma7bEVm000238	ENSG00000005187;ENSG00000066813;ENSG00000166743;ENSG00000173124;ENSG00000183549;ENSG00000183747;ENSG00000215009
Dapma7bEVm000239	ENSG00000136270
Dapma7bEVm000240	
Dapma7bEVm000241	ENSG00000106799;ENSG00000107779;ENSG00000115170;ENSG00000123612;ENSG00000135503;ENSG00000138696;ENSG00000139567
Dapma7bEVm000242	ENSG00000130935
Dapma7bEVm000243	ENSG00000172824;ENSG00000198848;ENSG00000262243
Dapma7bEVm000244	ENSG00000085719;ENSG00000100884;ENSG00000124772;ENSG00000139117;ENSG00000140848;ENSG00000144550;ENSG00000178773;ENSG00000196353;ENSG00000214078;ENSG00000244462
Dapma7bEVm000245	ENSG00000070081;ENSG00000104805
Dapma7bEVm000246	ENSG00000049860;ENSG00000213614
Dapma7bEVm000247	ENSG00000064886;ENSG00000085465;ENSG00000133048;ENSG00000133063;ENSG00000134216
Dapma7bEVm000248	
Dapma7bEVm000249	
Dapma7bEVm000250	
Dapma7bEVm000251	
Dapma7bEVm000252	
Dapma7bEVm000253	ENSG00000080618;ENSG00000091704;ENSG00000128510;ENSG00000144410;ENSG00000153002;ENSG00000158516;ENSG00000158525;ENSG00000163751;ENSG00000165078
Dapma7bEVm000254	ENSG00000117984;ENSG00000131400;ENSG00000143839;ENSG00000196188
Dapma7bEVm000255	ENSG00000104537;ENSG00000109511;ENSG00000122359;ENSG00000135046;ENSG00000138279;ENSG00000138772;ENSG00000164111;ENSG00000182718;ENSG00000196975;ENSG00000197043;ENSG00000264230;ENSG00000265190
Dapma7bEVm000256	ENSG00000133315;ENSG00000172264;ENSG00000196505
Dapma7bEVm000257	
Dapma7bEVm000258	ENSG00000094841
Dapma7bEVm000259	
Dapma7bEVm000260	ENSG00000053747;ENSG00000112769;ENSG00000130702
Dapma7bEVm000261	ENSG00000104093;ENSG00000172869
Dapma7bEVm000262	ENSG00000049323;ENSG00000090006;ENSG00000119681;ENSG00000138829;ENSG00000142449;ENSG00000166147;ENSG00000168056
Dapma7bEVm000263	ENSG00000144426;ENSG00000160796
Dapma7bEVm000264	ENSG00000007314;ENSG00000136531;ENSG00000136546;ENSG00000144285;ENSG00000153253;ENSG00000168356;ENSG00000169432;ENSG00000183873;ENSG00000185313;ENSG00000196876
Dapma7bEVm000265	ENSG00000004399;ENSG00000076356;ENSG00000114554;ENSG00000130827;ENSG00000164050;ENSG00000196576;ENSG00000198753;ENSG00000221866
Dapma7bEVm000266	ENSG00000104880;ENSG00000116584;ENSG00000170776;ENSG00000214944;ENSG00000268861
Dapma7bEVm000267	
Dapma7bEVm000268	ENSG00000151136;ENSG00000166016
Dapma7bEVm000269	
Dapma7bEVm000270	ENSG00000067141;ENSG00000187323
Dapma7bEVm000271	ENSG00000010292
Dapma7bEVm000272	
Dapma7bEVm000273	
Dapma7bEVm000274	
Dapma7bEVm000275	ENSG00000100330;ENSG00000108389
Dapma7bEVm000276	ENSG00000023171;ENSG00000089351;ENSG00000178075
Dapma7bEVm000277	ENSG00000145794;ENSG00000157890;ENSG00000187800;ENSG00000277848
Dapma7bEVm000278	ENSG00000082293;ENSG00000084636;ENSG00000112280;ENSG00000124749;ENSG00000169436
Dapma7bEVm000279	ENSG00000112541;ENSG00000128655;ENSG00000138735;ENSG00000186642
Dapma7bEVm000280	ENSG00000080709;ENSG00000104783;ENSG00000105642;ENSG00000143603
Dapma7bEVm000281	ENSG00000013288;ENSG00000104774
Dapma7bEVm000282	ENSG00000107560;ENSG00000135631;ENSG00000156675
Dapma7bEVm000283	ENSG00000155980;ENSG00000168280;ENSG00000170759;ENSG00000276734
Dapma7bEVm000284	ENSG00000138823
Dapma7bEVm000285	ENSG00000135049;ENSG00000273540
Dapma7bEVm000286	ENSG00000009307
Dapma7bEVm000287	ENSG00000105926;ENSG00000108852;ENSG00000130830;ENSG00000147044
Dapma7bEVm000288	ENSG00000072657;ENSG00000138792;ENSG00000141279;ENSG00000166825;ENSG00000172901
Dapma7bEVm000289	ENSG00000007047;ENSG00000072518;ENSG00000075413;ENSG00000116141
Dapma7bEVm000290	ENSG00000009335;ENSG00000151148
Dapma7bEVm000291	ENSG00000129151;ENSG00000185973
Dapma7bEVm000292	ENSG00000073111;ENSG00000076003;ENSG00000100297;ENSG00000104738;ENSG00000111875;ENSG00000111877;ENSG00000112118;ENSG00000125885;ENSG00000166508
Dapma7bEVm000293	ENSG00000102174;ENSG00000142606;ENSG00000196549;ENSG00000277131
Dapma7bEVm000294	ENSG00000166197
Dapma7bEVm000295	ENSG00000115705;ENSG00000277603
Dapma7bEVm000297	ENSG00000027001;ENSG00000123213;ENSG00000172009
Dapma7bEVm000298	
Dapma7bEVm000299	ENSG00000169410
Dapma7bEVm000300	ENSG00000108559
Dapma7bEVm000301	ENSG00000118777;ENSG00000138075;ENSG00000143921
Dapma7bEVm000302	ENSG00000162782
Dapma7bEVm000303	
Dapma7bEVm000304	ENSG00000136856;ENSG00000146411;ENSG00000151229;ENSG00000160326;ENSG00000197496;ENSG00000281165
Dapma7bEVm000305	ENSG00000139354;ENSG00000148935
Dapma7bEVm000306	ENSG00000131459;ENSG00000198380
Dapma7bEVm000307	ENSG00000160208;ENSG00000160214
Dapma7bEVm000308	
Dapma7bEVm000309	
Dapma7bEVm000310	
Dapma7bEVm000311	ENSG00000188986
Dapma7bEVm000312	ENSG00000048740;ENSG00000101489;ENSG00000140488;ENSG00000149187;ENSG00000159409;ENSG00000161082
Dapma7bEVm000313	
Dapma7bEVm000314	ENSG00000137760;ENSG00000250305
Dapma7bEVm000316	ENSG00000158467;ENSG00000168710
Dapma7bEVm000317	
Dapma7bEVm000318	ENSG00000114268;ENSG00000123836;ENSG00000158571;ENSG00000170525
Dapma7bEVm000319	ENSG00000043514
Dapma7bEVm000320	ENSG00000115850;ENSG00000133116;ENSG00000134962;ENSG00000188501
Dapma7bEVm000321	ENSG00000021461;ENSG00000059377;ENSG00000106258;ENSG00000160868;ENSG00000160870
Dapma7bEVm000322	
Dapma7bEVm000323	ENSG00000130511;ENSG00000145687;ENSG00000157216
Dapma7bEVm000324	ENSG00000111405
Dapma7bEVm000325	ENSG00000151470
Dapma7bEVm000326	ENSG00000143416
Dapma7bEVm000327	
Dapma7bEVm000328	ENSG00000080618;ENSG00000091704;ENSG00000128510;ENSG00000144410;ENSG00000153002;ENSG00000158516;ENSG00000158525;ENSG00000163751;ENSG00000165078
Dapma7bEVm000329	ENSG00000107295;ENSG00000140600;ENSG00000141985
Dapma7bEVm000330	
Dapma7bEVm000331	ENSG00000106392;ENSG00000171155
Dapma7bEVm000332	ENSG00000134186
Dapma7bEVm000333	
Dapma7bEVm000334	ENSG00000103569;ENSG00000143595;ENSG00000165269;ENSG00000165272;ENSG00000259916
Dapma7bEVm000335	
Dapma7bEVm000336	
Dapma7bEVm000337	ENSG00000173821
Dapma7bEVm000338	ENSG00000101680;ENSG00000196569
Dapma7bEVm000339	ENSG00000080603;ENSG00000183495
Dapma7bEVm000340	ENSG00000137076;ENSG00000171914
Dapma7bEVm000341	ENSG00000149311;ENSG00000175054;ENSG00000198793
Dapma7bEVm000342	
Dapma7bEVm000343	
Dapma7bEVm000344	ENSG00000165494
Dapma7bEVm000345	ENSG00000070019;ENSG00000101890;ENSG00000132518;ENSG00000159899;ENSG00000169418
Dapma7bEVm000346	ENSG00000085511;ENSG00000176601
Dapma7bEVm000347	ENSG00000065361;ENSG00000141736;ENSG00000146648;ENSG00000178568
Dapma7bEVm000348	ENSG00000041515;ENSG00000071909;ENSG00000095777;ENSG00000282848
Dapma7bEVm000349	ENSG00000091157;ENSG00000166415
Dapma7bEVm000350	ENSG00000145087;ENSG00000164506
Dapma7bEVm000351	ENSG00000001626;ENSG00000124574;ENSG00000125257
Dapma7bEVm000352	
Dapma7bEVm000354	ENSG00000170364;ENSG00000181090;ENSG00000204371;ENSG00000206376;ENSG00000224143;ENSG00000227333;ENSG00000232045;ENSG00000236759;ENSG00000238134
Dapma7bEVm000355	ENSG00000090889;ENSG00000116852;ENSG00000139116;ENSG00000165115;ENSG00000166813;ENSG00000226650
Dapma7bEVm000356	
Dapma7bEVm000357	
Dapma7bEVm000358	ENSG00000037280;ENSG00000102755;ENSG00000113721;ENSG00000122025;ENSG00000128052;ENSG00000134853;ENSG00000157404;ENSG00000182578
Dapma7bEVm000359	
Dapma7bEVm000360	ENSG00000143382;ENSG00000187720
Dapma7bEVm000361	
Dapma7bEVm000362	
Dapma7bEVm000363	
Dapma7bEVm000364	ENSG00000101752;ENSG00000197530
Dapma7bEVm000365	ENSG00000114859;ENSG00000184908;ENSG00000186510;ENSG00000188037
Dapma7bEVm000366	
Dapma7bEVm000367	ENSG00000099139;ENSG00000115257;ENSG00000125851;ENSG00000140479;ENSG00000140564;ENSG00000160613;ENSG00000175426
Dapma7bEVm000368	ENSG00000064886;ENSG00000085465;ENSG00000133048;ENSG00000133063;ENSG00000134216
Dapma7bEVm000369	ENSG00000090402;ENSG00000171298;ENSG00000257335;ENSG00000257743;ENSG00000278563;ENSG00000282607
Dapma7bEVm000370	ENSG00000115705;ENSG00000277603
Dapma7bEVm000371	ENSG00000168259
Dapma7bEVm000372	ENSG00000131558
Dapma7bEVm000373	
Dapma7bEVm000374	ENSG00000138768
Dapma7bEVm000375	
Dapma7bEVm000376	ENSG00000076344;ENSG00000108370;ENSG00000182732;ENSG00000182901
Dapma7bEVm000377	ENSG00000076201;ENSG00000170248
Dapma7bEVm000378	ENSG00000068976;ENSG00000100504;ENSG00000100994
Dapma7bEVm000379	ENSG00000181045
Dapma7bEVm000380	ENSG00000186815
Dapma7bEVm000381	ENSG00000108784
Dapma7bEVm000382	
Dapma7bEVm000383	ENSG00000051620
Dapma7bEVm000384	ENSG00000108312;ENSG00000255009
Dapma7bEVm000385	ENSG00000107864;ENSG00000113742;ENSG00000137449;ENSG00000214575;ENSG00000277445;ENSG00000283087
Dapma7bEVm000386	ENSG00000070778;ENSG00000152104
Dapma7bEVm000387	ENSG00000107864;ENSG00000113742;ENSG00000137449;ENSG00000214575;ENSG00000277445;ENSG00000283087
Dapma7bEVm000388	ENSG00000138669;ENSG00000185532
Dapma7bEVm000389	ENSG00000023228;ENSG00000283447
Dapma7bEVm000390	ENSG00000072274;ENSG00000077616;ENSG00000086205;ENSG00000106327;ENSG00000168060;ENSG00000177694
Dapma7bEVm000391	ENSG00000112290;ENSG00000132970;ENSG00000158195
Dapma7bEVm000392	ENSG00000197548
Dapma7bEVm000393	ENSG00000188611;ENSG00000204147
Dapma7bEVm000394	ENSG00000186532
Dapma7bEVm000395	
Dapma7bEVm000396	ENSG00000114757;ENSG00000139197
Dapma7bEVm000397	ENSG00000120708;ENSG00000133110
Dapma7bEVm000398	ENSG00000118705
Dapma7bEVm000399	ENSG00000161533;ENSG00000168306
Dapma7bEVm000400	ENSG00000005469;ENSG00000070748;ENSG00000095321;ENSG00000157184;ENSG00000187714
Dapma7bEVm000401	ENSG00000160179;ENSG00000172350
Dapma7bEVm000402	ENSG00000068903;ENSG00000096717;ENSG00000142082;ENSG00000283100
Dapma7bEVm000403	ENSG00000049283;ENSG00000063245;ENSG00000072134;ENSG00000176177
Dapma7bEVm000404	ENSG00000120798;ENSG00000177463
Dapma7bEVm000405	ENSG00000172824;ENSG00000198848;ENSG00000262243
Dapma7bEVm000406	ENSG00000048471
Dapma7bEVm000407	ENSG00000072682;ENSG00000122884;ENSG00000149380
Dapma7bEVm000408	
